"nombre";"votacion";"link";"partido";"siglas";"coalicion";"id_votacion"
"Joanna Pérez Olea";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Demócrata Cristiano";"PDC";"Concerta";32534
"Pablo Prieto Lorca";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Independientes";"IND";"Otros";32534
"Guillermo Ramírez Diez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Unión Demócrata Independiente";"UDI";"ChV";32534
"Jorge Rathgeb Schifferli";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Renovación Nacional";"RN";"ChV";32534
"Rolando Rentería Moller";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Unión Demócrata Independiente";"UDI";"ChV";32534
"Hugo Rey Martínez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Renovación Nacional";"RN";"ChV";32534
"Leonidas Romero Sáez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Renovación Nacional";"RN";"ChV";32534
"Jorge Sabag Villalobos";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Demócrata Cristiano";"PDC";"Concerta";32534
"Marcela Sabat Fernández";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Renovación Nacional";"RN";"ChV";32534
"Gustavo Sanhueza Dueñas";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Unión Demócrata Independiente";"UDI";"ChV";32534
"Alejandro Santana Tirachini";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Renovación Nacional";"RN";"ChV";32534
"Diego Schalper Sepúlveda";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Renovación Nacional";"RN";"ChV";32534
"Gabriel Silber Romo";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Demócrata Cristiano";"PDC";"Concerta";32534
"Sebastián Torrealba Alvarado";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Renovación Nacional";"RN";"ChV";32534
"Renzo Trisotti Martínez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Unión Demócrata Independiente";"UDI";"ChV";32534
"Virginia Troncoso Hellman";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Independientes";"IND";"Otros";32534
"Francisco Undurraga Gazitúa";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Evolución Política";"EVOPOLI";"ChV";32534
"Ignacio Urrutia Bonilla";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Republicano";"PR";"Otros";32534
"Osvaldo Urrutia Soto";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Unión Demócrata Independiente";"UDI";"ChV";32534
"Cristóbal Urruticoechea Ríos";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Renovación Nacional";"RN";"ChV";32534
"Enrique Van Rysselberghe Herrera";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Unión Demócrata Independiente";"UDI";"ChV";32534
"Daniel Verdessi Belemmi";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Demócrata Cristiano";"PDC";"Concerta";32534
"Gastón Von Mühlenbrock Zamora";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Unión Demócrata Independiente";"UDI";"ChV";32534
"Matías Walker Prieto";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Demócrata Cristiano";"PDC";"Concerta";32534
"Florcita Alarcón Rojas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Independientes";"IND";"Otros";32534
"René Alinco Bustos";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Independientes";"IND";"Otros";32534
"Jenny Álvarez Vera";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Boris Barrera Moreno";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Comunista";"PC";"PC";32534
"Alejandro Bernales Maldonado";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Liberal de Chile";"PL";"FA";32534
"Karim Bianchi Retamales";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Independientes";"IND";"Otros";32534
"Gabriel Boric Font";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Convergencia Social";"PCS";"FA";32534
"Jorge Brito Hasbún";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Revolución Democrática";"RD";"FA";32534
"Karol Cariola Oliva";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Comunista";"PC";"PC";32534
"Loreto Carvajal Ambiado";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Por la Democracia";"PPD";"Concerta";32534
"Natalia Castillo Muñoz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Independientes";"IND";"Otros";32534
"Juan Luis Castro González";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Ricardo Celis Araya";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Por la Democracia";"PPD";"Concerta";32534
"Daniella Cicardini Milla";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Miguel Crispi Serrano";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Revolución Democrática";"RD";"FA";32534
"Marcelo Díaz Díaz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Independientes";"IND";"Otros";32534
"Fidel Espinoza Sandoval";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Maya Fernández Allende";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Iván Flores García";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Demócrata Cristiano";"PDC";"Concerta";32534
"Renato Garín González";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Independientes";"IND";"Otros";32534
"Cristina Girardi Lavín";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Por la Democracia";"PPD";"Concerta";32534
"Félix González Gatica";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Ecologista Verde";"PEV";"Otros";32534
"Rodrigo González Torres";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Por la Democracia";"PPD";"Concerta";32534
"Hugo Gutiérrez Gálvez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Comunista";"PC";"PC";32534
"Marcela Hernando Pérez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Radical de Chile";"PRSD";"Concerta";32534
"Carmen Hertz Cádiz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Comunista";"PC";"PC";32534
"Tomás Hirsch Goldschmidt";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Independientes";"IND";"Otros";32534
"Diego Ibáñez Cotroneo";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Convergencia Social";"PCS";"FA";32534
"Marcos Ilabaca Cerda";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Giorgio Jackson Drago";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Revolución Democrática";"RD";"FA";32534
"Pamela Jiles Moreno";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Humanista";"PH";"FA";32534
"Tucapel Jiménez Fuentes";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Por la Democracia";"PPD";"Concerta";32534
"Raúl Leiva Carvajal";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Carolina Marzán Pinto";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Por la Democracia";"PPD";"Concerta";32534
"Cosme Mellado Pino";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Radical de Chile";"PRSD";"Concerta";32534
"Vlado Mirosevic Verdugo";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Liberal de Chile";"PL";"FA";32534
"Claudia Mix Jiménez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Comunes";"COMUNES";"FA";32534
"Manuel Monsalve Benavides";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Jaime Mulet Martínez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Federación Regionalista Verde Social";"FRVS";"Otros";32534
"Jaime Naranjo Ortiz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Daniel Núñez Arancibia";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Comunista";"PC";"PC";32534
"Emilia Nuyado Ancapichún";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Maite Orsini Pascal";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Revolución Democrática";"RD";"FA";32534
"Andrea Parra Sauterel";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Por la Democracia";"PPD";"Concerta";32534
"Catalina Pérez Salinas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Revolución Democrática";"RD";"FA";32534
"Luis Rocafull López";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Camila Rojas Valderrama";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Comunes";"COMUNES";"FA";32534
"Gastón Saavedra Chandía";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"René Saffirio Espinoza";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Independientes";"IND";"Otros";32534
"Raúl Saldívar Auger";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Juan Santana Castillo";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Marisela Santibáñez Novoa";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Comunista";"PC";"PC";32534
"Marcelo Schilling Rodríguez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Alejandra Sepúlveda Orbenes";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Federación Regionalista Verde Social";"FRVS";"Otros";32534
"Alexis Sepúlveda Soto";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Radical de Chile";"PRSD";"Concerta";32534
"Leonardo Soto Ferrada";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Raúl Soto Mardones";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Independientes";"IND";"Otros";32534
"Jaime Tohá González";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Socialista";"PS";"Concerta";32534
"Víctor Torres Jeldes";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Demócrata Cristiano";"PDC";"Concerta";32534
"Camila Vallejo Dowling";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Comunista";"PC";"PC";32534
"Esteban Velásquez Núñez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Federación Regionalista Verde Social";"FRVS";"Otros";32534
"Pedro Velásquez Seguel";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Independientes";"IND";"Otros";32534
"Mario Venegas Cárdenas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Demócrata Cristiano";"PDC";"Concerta";32534
"Pablo Vidal Rojas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Independientes";"IND";"Otros";32534
"Gonzalo Winter Etcheberry";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Convergencia Social";"PCS";"FA";32534
"Gael Yeomans Araya";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534";"Partido Convergencia Social";"PCS";"FA";32534
"Jorge Alessandri Vergara";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Unión Demócrata Independiente";"UDI";"ChV";32533
"Sebastián Álvarez Ramírez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Evolución Política";"EVOPOLI";"ChV";32533
"Pedro Pablo Alvarez-Salamanca Ramírez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Unión Demócrata Independiente";"UDI";"ChV";32533
"Sandra Amar Mancilla";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Independientes";"IND";"Otros";32533
"Pepe Auth Stewart";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Independientes";"IND";"Otros";32533
"Nino Baltolu Rasera";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Unión Demócrata Independiente";"UDI";"ChV";32533
"Ramón Barros Montero";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Unión Demócrata Independiente";"UDI";"ChV";32533
"Jaime Bellolio Avaria";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Unión Demócrata Independiente";"UDI";"ChV";32533
"Bernardo Berger Fett";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Renovación Nacional";"RN";"ChV";32533
"Sergio Bobadilla Muñoz";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Unión Demócrata Independiente";"UDI";"ChV";32533
"Miguel Ángel Calisto Águila";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Partido Demócrata Cristiano";"PDC";"Concerta";32533
"Álvaro Carter Fernández";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Independientes";"IND";"Otros";32533
"José Miguel Castro Bascuñán";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Renovación Nacional";"RN";"ChV";32533
"Andrés Celis Montt";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Renovación Nacional";"RN";"ChV";32533
"Sofía Cid Versalovic";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Renovación Nacional";"RN";"ChV";32533
"Juan Antonio Coloma Álamos";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Unión Demócrata Independiente";"UDI";"ChV";32533
"Luciano Cruz-Coke Carvallo";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32533";"Evolución Política";"EVOPOLI";"ChV";32533
